lat,lon,height,r,p,y,t
0,1.0530658811790497143e-10,0,0.0092156976461410522461,-0.010909322649240493774,1.1201629638671875,1764925048.5652956963
8.5484449487855749536e-06,4.3590389664668593645e-06,0.0071746241301298141479,0.014990847557783126831,-0.0021616108715534210205,1.0989806652069091797,1764925064.9615619183
1.5866661994070733229e-05,9.6491531762339245157e-06,0.083949662744998931885,-0.073479585349559783936,0.014673229306936264038,1.1600066423416137695,1764925067.7615873814
2.5105211290336275337e-05,1.3080483116834328841e-05,0.070286713540554046631,-0.076210983097553253174,0.017630813643336296082,1.2123266458511352539,1764925070.3603367805
