x,y,z,r,p,y,t
0,0,0,0.0092156976461410522461,-0.010909322649240493774,1.1201629638671875,1764925048.5652956963
0.48571032285690307617,0.94616544246673583984,0.0071746241301298141479,0.014990847557783126831,-0.0021616108715534210205,1.0989806652069091797,1764925064.9615619183
1.0751808881759643555,1.7561658620834350586,0.083949662744998931885,-0.073479585349559783936,0.014673229306936264038,1.1600066423416137695,1764925067.7615873814
1.4575295448303222656,2.7787139415740966797,0.070286713540554046631,-0.076210983097553253174,0.017630813643336296082,1.2123266458511352539,1764925070.3603367805
